product_id,onsale_web,price,stock_quantity,stock_status,post_title,post_excerpt,post_status,post_type,average_rating,total_sales
5617,1,27.8,12,instock,Albert Boxler Pinot Gris Réserve 2016,"Ce Pinot Gris Réserve provient d’un savant assemblage de vieilles vignes plantées sur le terroir granitique, très pierreux, du grand cru Brand (et, en petite proportion de Sommerberg) et d’autres issues des terroirs de Heimbourg, à dominante calcaire et plus riches en argiles. D’un côté une matière dense, généreuse, de l’autre de la finesse et de la vivacité, qui conviennent particulièrement bien à ce millésime solaire. La diversité des expositions, plutôt au Sud pour les vignes issues du Brand, plutôt à l’Ouest pour les autres, contribue également à donner au vin son juste équilibre.",publish,product,0.0,3.0
5771,1,38.4,3,instock,Camille Giroud Santenay Rouge 1er Cru Clos Rousseau 2016,"<div>Ce vin provient de vignes âgées de 70 ans, situées à Santenay dans le climat Clos Rousseau. Exposées à l’est et au sud-est, à une altitude de 270 à 320 mètres, elles reposent sur un sol rouge argilo-limoneux issu de l’altération des calcaires du Jurassique moyen.</div>
&nbsp;",publish,product,0.0,0.0
4046,1,80.0,0,outofstock,Pierre Gaillard Côte Rôtie Rose Pourpre 2017,"La cuvée ""Rose Pourpre"" provient d'une parcelle de 0,8Ha sur la fameuse Côte Brune. Très complexe, sur les fruits et les épices, beaucoup de matière et de structure, du grand art!",publish,product,0.0,6.0
4677,1,9.5,161,instock,Domaine Rotier Gaillac Rouge Les Gravels 2016,"D'une couleur pourpre sombre, ce vin offre dans sa jeunesse des arômes de fruits rouges et noirs, soutenus par des notes réglissées et poivrées. La bouche est ronde et fruitée, avec une pointe de fraîcheur et des tanins ronds et veloutés.",publish,product,0.0,1.0
5826,1,41.2,12,outofstock,Agnès Levet Côte Rôtie Améthyste 2017,"<span style=""float: none;background-color: transparent;color: #000000;font-family: 'Open Sans',Arial,Verdana,sans-serif;font-size: 15px;font-style: normal;font-variant: normal;font-weight: 400;letter-spacing: normal;list-style-type: none;text-align: center;text-decoration: none;text-indent: 0px"">C’est un vin équilibré et harmonieux issu du cœur historique de l'appellation, aux aromatiques étoffées par les saveurs épicées et appuyé par des tanins structurés et robuste.</span>

&nbsp;",publish,product,0.0,4.0
4130,1,23.0,0,outofstock,Zind-Humbrecht Pinot Gris Roche Calcaire 2017,"Nez minéral sur le caillou, fumé discret sur une légère réduction typée Windsbuhl. Belle complexité de bouche de type très sec. Très joli équilibre, serré, dense, précis et fin. Arômes tout aussi fumés en bouche. Ce vin est sapide et agréable à boire. Certainement de belle garde. Les tanins sont discrets mais toutefois présents en finale avec un amer noble qui renforce la caractère sec du vin.",publish,product,0.0,0.0
4706,1,16.8,23,instock,Albert Mann Muscat 2018,La robe est jaune claire. Le vin développe un fruité intense et très élégant au nez. La bouche gourmande donne l’impression de croquer le raisin. La finale présente une belle longueur marquée par une touche de fraîcheur qui contribue à la spontanéité et à l’harmonie du vin. A boire dès maintenant sans modération.,publish,product,0.0,32.0
5950,1,46.0,0,outofstock,Domaine de Vaccelli AOP Ajaccio Rouge Granit 2016,Ce Granit rouge dévoile une robe rouge sombre et intense. Des arômes de fruits noirs se mêlent aux parfums de maquis corse dans un tourbillon délicieux qui transportent au cœur de cette vallée de Taravo entre ciel et mer. Le terroir granitique sur lequel les vignes de Sciaccarellu ont pris racine se révèle avec splendeur en délivrant une finesse admirable.,publish,product,0.0,5.0
4094,1,13.7,24,instock,Paul Ginglinger Gewurztraminer Wahlenbourg 2017,"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Wahlenbourg est le nom d’un des trois châteaux surplombant Eguisheim et Husseren-les-Châteaux. Ce gewurztraminer est un assemblage de différentes parcelles issues des lieux-dits Felsacker, Sundgass et Hissererweg, trois terroirs à dominante calcaire imprimant un style particulièrement fruité, vif et sapide au vin. Invariablement, la cuvée Walhenbourg constitue un gewurztraminer de gastronomie, jouant la finesse et l’élégance.

</div>
</section></div>
</div>
</div>
</div>",publish,product,0.0,0.0
4102,1,16.3,16,instock,Emile Boeckel Sylvaner Grand Cru Zotzenberg 2017,"Unique terroir où le Sylvaner peut être classé Grand Cru. Un nez d’agrumes et de fruits mûrs. En bouche c’est un vin qui allie richesse et finesse : puissant, ample et gras à l’attaque, équilibré et vif en finale.",publish,product,0.0,1.0
6328,1,22.4,7,instock,Le Pas de l'Escalette IGP Pays d'Hérault Les Clapas Blanc 2018,"Très élégant, fin et minéral, aux arômes intenses d'agrumes, de fleurs blanches et ponctué de notes mentholées. La bouche est droite, saline, marquée par la minéralité et la finesse.",publish,product,0.0,0.0
5904,1,18.8,25,instock,Domaine de Montbourgeau Côtes du Jura Poulsard 2018,"Ce vin présente une jolie robe rubis, limpide avec des arômes de cerise et de cassis. Il a une bonne persistance en bouche et beaucoup d'élégance.",publish,product,0.0,0.0
4086,1,16.4,31,instock,Rimauresq Côtes de Provence Blanc Cru Classé 2019,"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Ce vin au caractère minéral, gras et bien équilibré, dévoile une finale est longue et rafraîchissante. Un véritable plaisir désaltérant.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>",publish,product,0.0,4.0
6666,1,48.5,24,instock,Domaine Hauvette IGP Alpilles Dolia 2013,"Ce blanc, composé de clairette, roussanne et marsanne, sent bon les plantes, le caillou et l'ananas, rappelant certains jurançons. Sa texture vineuse est poussée par de fins amers en finale. Un grand blanc apaisant qui est loin d'avoir dit son dernier mot.",publish,product,0.0,0.0
6221,1,23.5,3,instock,Planeta Sicilia Eruzione 1614 2017,"<span title="""">L'histoire de l'Etna est parsemée d'éruptions historiques qui ont façonné sa forme.</span> <span title="""">Le légendaire de 1614, qui a duré 10 ans, est la plus longue de tous les temps.</span> <span title="""">Un nom très évocateur pour cette cuvée à base de Nerello Mascalese.</span> <span title="""">Les terres volcaniques donnent un style élégant, fin et équilibré</span><span title="""">.</span> <span title="""">Son parfum exprime de belles et fines notes de fruits rouges, de rose, d'épices orientales et de cire d'abeille.</span> <span title="""">En bouche, les tanins typiques du Nerello sont assouplis par le vieillissement sous bois.</span>",publish,product,0.0,0.0
4166,1,20.5,8,instock,Ollieux Romanis Corbières Boutenac Atal Sia 2017,"Atal Sia «ainsi soit-il» en languedocien exprime en deux mots la philosophie de cette cuvée. Un vin profond, d’une robe pour pre offrant un nez complexe qui va des épices au moka, en passant par le cacao, la mûre et le cassis. La bouche fraîche et élégante permet les accords les plus audacieux.",publish,product,0.0,6.0
4870,1,9.3,0,outofstock,Triennes IGP Méditerranée Rosé 2019,"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

D'une couleur très pâle, Triennes Rosé est un vin aromatique au nez de fruits rouges et de guimauve. La bouche est ronde, harmonieuse et bien équilibrée. Il est doté d'une belle fraîcheur, tout en élégance.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>",publish,product,0.0,33.0
5566,1,27.5,17,instock,Le Pas de l'Escalette Terrasses du Larzac Le Grand Pas 2018,"Le Grand Pas est fruité, épicé, et rappellera les senteurs du sud. Ample, avec une finesse aromatique représentative du terroir d'altitude.",publish,product,0.0,0.0
5446,1,16.2,30,instock,Parcé Frères Banyuls Rimage 2018,"<div>Un nez gourmand de cerise, une bouche riche et complexe entre la douceur et la force. Un vrai régal.</div>
&nbsp;",publish,product,0.0,0.0
4032,1,14.1,0,outofstock,Pierre Jean Villa IGP Collines Rhodaniennes Gamine 2018,Gamine représente tout le fruité et la gourmandise de la syrah. Une touche épicée et des tanins fondus lui apportent une belle complexité.,publish,product,0.0,3.0
4631,1,76.8,3,instock,Marcel Windholtz Eau de Vie de Baie de Houx,"Les eaux de vie naissent d'une subtile alchimie où deux éléments fondamentaux se conjuguent pour que la réussite soit présente au creux de votre verre à dégustation... D'abord on ne s'improvise pas distillateur: chez les Windholtz ce sont trois  générations qui ont accumulé le plein d'expérience dans l'art subtil de ""séparer par la chaleur les principes fixes et volatiles"".
Ensuite entre moûts et alambic au long col, au milieu des vapeurs, c'est le savoir-faire qui préside à la transmutation mystérieuse et réfléchie destinées à sublimer et à faire chanter les fruits...",publish,product,0.0,0.0
4630,1,62.4,3,instock,Marcel Windholtz Eau de Vie de Coing,"Les eaux de vie naissent d'une subtile alchimie où deux éléments fondamentaux se conjuguent pour que la réussite soit présente au creux de votre verre à dégustation... D'abord on ne s'improvise pas distillateur: chez les Windholtz ce sont trois  générations qui ont accumulé le plein d'expérience dans l'art subtil de ""séparer par la chaleur les principes fixes et volatiles"".
Ensuite entre moûts et alambic au long col, au milieu des vapeurs, c'est le savoir-faire qui préside à la transmutation mystérieuse et réfléchie destinées à sublimer et à faire chanter les fruits...",publish,product,0.0,4.0
6738,1,15.4,40,instock,Emile Boeckel Crémant Chardonnay Extra Brut 2016,"Ce Crémant est vif et délicat, se et  racé. Très typé chardonnay et tout en élégance.",publish,product,0.0,3.0
4731,1,22.0,7,instock,Domaine Muré Crémant d'Alsace Rosé,"Un crémant élégant, ample et gras, dévoilant de beaux arômes de fruits rouges. Belle finale fraîche, élégante, et de bonne longueur.",publish,product,0.0,18.0
4656,1,43.0,3,instock,Thierry Germain Saumur-Champigny Outre Terre 2013,"La robe est rouge vif. Le nez est très floral, sur la pivoine. En bouche, l’attaque est ample et dense avec une belle sucrosité et la jolie amertume en fin de bouche ramène une belle fraîcheur.",publish,product,0.0,0.0
4132,1,88.4,5,instock,Zind-Humbrecht Pinot Gris Grand Cru Rangen De Thann Clos Saint-Urbain 2012,"Le nez dévoile déjà une belle intensité de fruit. Il est facile de ressentir le besoin de ce vin de continuer à évoluer, mais le verre déborde littéralement d’arômes propres au Rangen (fumée légère, fruits blancs, tourbe, pierre à fusil…). Ce vin dégage une sensation de sérénité et d’achèvement, confirmé par une bouche ample et délicate. La finale est très longue mais ce vin aura besoin de quelques années de vieillissement en bouteille et bénéficiera d’un passage à l’air avant le service.",publish,product,0.0,0.0
4740,1,9.7,8,instock,Jean-Paul Brun Beaujolais L'Ancien 2016,"L'Ancien est une cuvée vinifiée selon la méthode traditionnelle bourguignonne, afin d'obtenir un vin sur des arômes de petits fruits rouges bien mûrs, voire cuits, des tanins doux, et beaucoup d'harmonie avec un alcool léger... Un vin comme autrefois !",publish,product,0.0,0.0
5002,1,64.9,1,instock,David Duband Morey-Saint-Denis 1er Cru Les Broc 2016,"Une robe d'un rouge cerise clair et limpide. Au nez, dominante de fruits rouges et noirs avec une touche d'épices comme le poivre noir. La bouche est dense avec une belle fraîcheur et une finale enrobante.",publish,product,0.0,0.0
4713,1,18.4,6,instock,Domaine Schoenheitz Gewurztraminer Lisenberg 2015,"Robe jaune pâle brillante aux reflets dorés. Nez intense au bouquet floral à dominante de pétales de roses complexifié par quelques notes d’épices. La bouche est franche et pure sur des notes intenses de fleurs, fruits exotiques et épices avec une finale sur une agréable touche de fraîcheur qui lui confère un bel équilibre.",publish,product,0.0,12.0
5917,1,122.0,4,instock,Wemyss Malts Single Cask Scotch Whisky Choc 'n' Nut Pretzel 2001 Bunnahabhain,"710 bouteilles, 17 ans d'âge.

<span title="""">Complexe et riche aux notes subtiles de chocolat noir et de grains de café. De l'orge aux notes de pain toasté se mélange aux notes terreuses apportées par de la courge rôtie au miel, des loukoum aux fruits et de la gelée de prunes. La bouche est douce et savoureuse : mélasse salée, sauce au caramel salé, et Bretzel sortant du four. Noix de muscade et réglisse ajoutent une élégante complexité aromatique. Des notes subtiles de yahourt à la banane et de baies rouges préservent le côté juteux de ces arômes. La finale est délicate, présentant des notes de noix de pécan grillées, des touches de fumée et de cendre complètent ce délicieux mais inhabituel whisky d'Islay.</span>

&nbsp;",publish,product,0.0,0.0
5715,1,13.7,35,instock,François Baur Gewurztraminer Herrenweg de Turckheim 2016,"<p class=""nez"">C'est un vin plein de noblesse qui présente beaucoup d'étoffe, une admirable rondeur allant jusqu'à une opulence légèrement moelleuse, mais soutenu par une belle fraîcheur.</p>",publish,product,0.0,0.0
4613,1,16.9,31,instock,Gilbert Picq Chablis 2017,"Un Chablis Village qui a tout d'un grand! Riche et complet, frais et minéral, son volume et son équilibre impressionnent, la finale est elle, zestée et saline.",publish,product,0.0,9.0
4607,1,13.4,0,outofstock,François Bergeret Hautes Côtes de Beaune Vieilles Vignes Rondo 2017,La robe est brillante et profonde. Le nez est frais sur les petits fruits rouges tels que le cassis et la mure. La bouche est dense et les tanins soyeux en finale.,publish,product,0.0,0.0
6109,1,39.2,0,outofstock,Gilles Robin Saint-Joseph Rouge André Péalat 2010,"D'une couleur intense, elle dévoile des arômes de fruits noirs, de poivre et légèrement fumé. A la dégustation, cette Syrah présente des tanins très puissants, à la fois serrés et veloutés. D'une structure tannique importante et dotée d'une belle acidité grâce à l'altitude des vignes, il donne une matière concentrée. Une grande tension en bouche, de la profondeur et beaucoup de concentration. Un Saint-Joseph<span style=""float: none;background-color: transparent;color: #333333;cursor: text;font-family: Georgia,'Times New Roman','Bitstream Charter',Times,serif;font-size: 16px;font-style: normal;font-variant: normal;font-weight: 400;letter-spacing: normal;text-align: left;text-decoration: none;text-indent: 0px""> d’un terroir historique révélant les </span>épices<span style=""float: none;background-color: transparent;color: #333333;cursor: text;font-family: Georgia,'Times New Roman','Bitstream Charter',Times,serif;font-size: 16px;font-style: normal;font-variant: normal;font-weight: 400;letter-spacing: normal;text-align: left;text-decoration: none;text-indent: 0px""> d’une grande Syrah.</span>",publish,product,0.0,1.0
3850,1,20.8,0,outofstock,Pierre Jean Villa Crozes-Hermitage Accroche Coeur 2018,"Dentelle de fruit de jeunes syrah, aux tanins légers et épicés. Hyper digeste. Un délice.",publish,product,0.0,0.0
4194,1,10.8,5,instock,Château de La Liquière Faugères 2017,"<div class=""row"">
<div class=""features-value col-xs-8 col-sm-8 col-md-9"">Vin intense aux aromes de fruits rouges et noirs sur de belles notes minerales. Les tanins sont fins et elegants revelant finesse et persistance. Beaucoup de gourmandise.</div>
</div>",publish,product,0.0,9.0
4934,1,22.2,57,instock,Marcel Richaud Rasteau Rouge 2017,"Une robe profonde, un nez de fruits mûrs, tabac, cacao, toasté. La bouche est riche, les tanins sont bien fondus, une jolie finale toastée. Très belle longueur.

&nbsp;",publish,product,0.0,2.0
4096,1,22.8,12,instock,Paul Ginglinger Pinot Gris Grand Cru Eichberg 2015,"Il provient d’une unique parcelle située en plein cœur du Grand Cru sur le lieu-dit Oberer Striebicher. Ce Pinot Gris y puise une grande puissance, anoblie par la rigueur caractéristique du cru. Il s’exprime ainsi sur un corps imposant tout en conservant une structure droite et précise.",publish,product,0.0,0.0
4915,1,25.9,14,instock,Jean-Baptiste Arena Patrimonio Blanc Morta Maio,"Très joli nez, assez délicat, de fruits jaunes et blancs, avec des notes florales et de fruits exotiques. Cette complexité délicate se retrouve en bouche, parfaitement équilibrée sans lourdeur, où la matière montre une belle présence et une texture assez grasse.",publish,product,0.0,8.0
4717,1,23.4,0,outofstock,Domaine Schoenheitz Pinot Noir Herrenreben 2017,"Rouge cerise noire à reflets grenat. Nez bien développé, présentant tout d’abord de délicates notes de vanille, suivies d’arômes plus fruitées de kirsch et de petits fruits rouges. Après une attaque souple en bouche, il se montre particulièrement charpenté et complexe avec une expression aromatique intense et longue soutenue par des tanins soyeux.",publish,product,0.0,6.0
4104,1,9.7,37,instock,Emile Boeckel Riesling Brandluft 2018,"Le riesling Brandluft est élevé, vinifié et commercialisé depuis plus de 100 ans par la maison Boeckel. Il est sec, typé, fruité et gras. Un super rapport qualité-prix.",publish,product,0.0,12.0
4792,1,21.0,13,instock,Maurice Schoech Riesling Grand Cru Kaefferkopf 2018,"Ce vin provient de deux parcelles idéalement situées une sur le granit et l’autre sur une lentille de grès. La roche mère ne se trouve parfois qu’à 30 cm de profondeur. Les racines plongent ici au plus profond des failles et c’est de ce sol que ce vin tire son caractère unique: nez délicat d’agrumes, fraîcheur et matière soyeuse en bouche avec une finale longue et droite.",publish,product,0.0,19.0
5764,1,12.9,84,instock,Parcé Frères Collioure Rouge Petit Gus 2018,"<div>Un Collioure avec beaucoup de finesse, aux arômes de violette, de cassis et de belles épices. La bouche est souple et bénéficie d'une belle allonge.</div>
<div class=""pw-hidden-cp""></div>
&nbsp;",publish,product,0.0,12.0
4620,1,11.9,106,instock,Bernard Baudry Chinon Rouge Les Granges 2018,Les Granges est un vin fruité et gourmand à déguster dans sa jeunesse. C’est une expression de Chinon souple et friand caractéristique des sols de graviers sableux.,publish,product,0.0,6.0
5611,1,63.4,1,instock,Domaine Weinbach Riesling Grand Cru Schlossberg Cuvée Ste Catherine 2018,"Ce Riesling est issu de vignes cultivées dans la partie haute de la colline du Schlossberg, qui fut le premier terroir d'Alsace à être classé en Grand Cru. Un blanc subtil, sur des notes de fruits à chair blanche, avec le caractère granitique du terroir qui s’exprime dans une minéralité très fine. La bouche est racée, dans une très belle trame acide, avec une finale très pure alliant persistance et fraîcheur.",publish,product,0.0,1.0
4755,1,7.4,97,instock,Domaine de Montgilet Vin de France Grolleau 2019,"C'est un vin de soif, léger et épicé. Le Grolleau est un vin de copains, tout en facilité et en gourmandise.",publish,product,0.0,0.0
5753,1,10.1,101,instock,Château de la Selve Vin de France Petite Selve 2019,"<div>

Robe rubis soutenue. Nez aux arômes intenses de petits fruits rouges, d’épices, de réglisse. En bouche : vin friand et fruité sur des tanins souples et fins. Un très beau vin de copain!

</div>",publish,product,0.0,4.0
7338,1,16.3,45,instock,Domaine Saint-Nicolas Vin de France Blanc Les Clous 2019,"Issu d'un assemblage de chenin blanc et de chardonnay, ce vin présente des notes iodées ainsi que des arômes de fleurs blanches. En bouche, un vin d'une grande tension se dévoile, avec des saveurs salées et une fine amertume.",publish,product,0.0,0.0
6278,1,9.0,69,instock,Borie de Maurel Minervois Rouge Esprit d'Automne 2019,"Esprit d’automne fait figure d’entrée en matière dans la collection des grands vins rouges de Borie de Maurel. Par sa minéralité, d’abord, cette pointe de graphite, puis ses parfums d’olive noire, de tabac, d’épices qui rappellent l’éminence des terroirs argilo-calcaires du petit Causse. Par son fruit, ensuite, ses arômes de griotte, de fruits rouges et par sa finale mentholée, réglissée. Enfin, par cette extraordinaire sensation d’onctueuse harmonie, d’équilibre suave, de sérénité gourmande si caractéristiques des rouges du Domaine.",publish,product,0.0,5.0
4250,1,19.5,14,instock,Domaine Saint-Denis Bourgogne Rouge Clos de la Coque 2018,"Un Bourgogne rouge plein de finesse et de gourmandise. Une très grande intensité de petits fruits rouges croquants. Un joli vin tout en facilité. Les 12 mois sous bois lui apportent de la charpente, mais il reste tout en rondeur.",publish,product,0.0,30.0
5962,1,30.0,22,instock,Camin Larredya Jurançon Moelleux Au Capcéu 2018,"Sur le millésime 2017, Au Capceu du domaine Camin Larredya est une grande réussite. Ce magnifique Jurançon de garde se développe sur des notes de fruits jaunes, fruits exotiques, citron confit. L'acidité contrebalance magnifiquement le sucre. Un grand vin.",publish,product,0.0,0.0
4193,1,13.5,55,instock,Château de La Liquière Faugères Cistus Blanc 2019,"Un nez de fruits blancs mûrs mêlés de vanille et de fleurs blanches. La bouche est soyeuse, élégante, sur un fond de poire et d'ananas.",publish,product,0.0,8.0
6206,1,25.2,120,instock,Domaine Giudicelli Patrimonio Blanc 2019,"Ce Patrimonio Blanc signé Muriel Giudicelli nous impressionne par sa finesse et sa fraîcheur sur des notes citronnées et salines. Magnifique vin corse, tout d'un grand Vermentino !",publish,product,0.0,41.0
5561,1,58.0,0,outofstock,Tempier Bandol Migoua 2017,"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Souvent plus animale que les autres cuvées, La Migoua fait preuve d’une grande complexité. C’est un vin aux arômes subtils et d’un bel équilibre annonçant une longue garde.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>",publish,product,0.0,0.0
5008,1,105.0,10,instock,Domaine des Comtes Lafon Volnay 1er Cru Santenots du Milieu 2013,"""Il s'agit là de la meilleure partie de l'appellation Santenots, autrefois classée tête de cuvée par le docteur Lavalle"". <span class=""font5"">Voilà qui nous plonge dans le bain de cette cuvée emblématique du domaine qui fut assemblée pièce par pièce, tel un puzzle, par le comte Jules Lafon. Ces 3 ha de vignes situées sur le village de Meursault et non de Volnay, sont enracinés sur une terre rouge très argileuse qui donne vie à l’un des plus grands vins rouges de la Côte de Beaune. </span>",publish,product,0.0,0.0
4978,1,18.5,0,outofstock,Château Dutruch Grand Poujeaux Moulis 2016,"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">Un joli nez de fruits noirs et rouges, accompagnés de vanille et de tabac. Une attaque fraîche, des tanins fins, quelques épices douces et une finale élégante.</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>",publish,product,0.0,0.0
5914,1,36.0,2,instock,Darnley's London Dry Gin Spiced,"Un gin épicé contemporain, plein et rond. 10 plantes sont utilisées pour son élaboration, dont la cannelle, la noix de muscade, le clou de girofle ou encore le gingembre pour créer un caractère réconfortant avec des épices douces et boisées. <span title="""">Le nez rappelle l'orange, l'aiguilles de pin, le romarin, la cannelle, la coriandre, le grains de poivre et girofle. </span><span title="""">La bouche évoque un mélange d'épices, du gingembre, du poivre fraîchement moulu suivi d'un soupçon de zeste d'orange.</span>

&nbsp;",publish,product,0.0,1.0
4400,1,44.0,0,outofstock,Cognac Frapin 1270,"De couleur ambre doré, ce cognac développe un bouquet fruité, issu des raisins et floral, caractéristique de la Grande Champagne. Apparaît également une discrète note vanillée provenant du tanin contenu dans les fûts de chêne dont les caractéristiques évoluent au cours du vieillissement.",publish,product,0.0,0.0
6108,1,46.0,0,outofstock,Gilles Robin Cornas 2016,"Le Cornas 2016 du Domaine Gilles Robin dévoile de beaux arômes de fruits noirs et d'épices. Le vin est puissant et riche, et s'ouvrira au fil des années. Un très grand vin de garde.",publish,product,0.0,0.0
4903,1,102.3,20,instock,Domaine Des Croix Corton Grand Cru Les Grèves 2017,"Ce vin exhale de beaux arômes de fruits rouges et notamment de cerises noires, des nuances fumées et épicées, rehaussées par de discrètes notes boisées. La bouche révèle une grande complexité et aux arômes précédents viennent s'ajouter des notes mentholées et florales. Une belle texture, souple et puissante et une grande longueur.",publish,product,0.0,0.0
5613,1,19.2,11,instock,Albert Boxler Chasselas 2016,"Cépage réputé modeste, mais cela donne entre les mains de Boxler un vin fin et élégant. Nez aromatique sur le tilleul et la pêche. Bouche ronde, gourmande, et d'une grande profondeur.",publish,product,0.0,6.0
4065,1,19.5,35,instock,Oratoire Saint Martin Cairanne Rouge Les Douyes 2016,"Le rustique noble incarné. Beau grain, beaucoup de fruit et de fond, solidement ancré, solaire et rafraîchissant. Un vin complet et complexe, qui se gardera à merveille.",publish,product,0.0,0.0
4151,1,13.7,0,outofstock,Elian Daros Côtes du Marmandais Abouriou 2016,"<span id=""u612-22"">Abouriou</span> est un vin fruité avec des touches épicées le tout enveloppé dans une trame tannique douce et souple. C’est un vin du sud-ouest vinifié autrement…",publish,product,0.0,12.0
5770,1,34.4,54,instock,Camille Giroud Santenay Blanc 2017,"<div>Un Santenay riche et consistant, avec une belle onctuosité en bouche mais également beaucoup de fraîcheur. Une grande réussite.</div>
&nbsp;",publish,product,0.0,4.0
4224,1,17.2,13,instock,Pierre Martin Sancerre Chavignol Rouge 2017,"Sancerre avec de la richesse et une palette expressive de fruits mûrs. Un vin à la bouche fraîche, harmonieuse, avec un côté juteux réjouissant et plein de fruits. Les tanins sont sobres et la finale longue.",publish,product,0.0,2.0
4753,1,12.0,76,instock,Domaine de Montgilet Coteaux de l'Aubance 2017,"Ce Coteaux de l'Aubance ne cherche pas la concentration des sucres mais bien la fraîcheur. L'équilibre entre sucre, acidité et minéralité est remarquable. C'est un vin élégant, sans lourdeur, qui enveloppe un fruité gourmand.",publish,product,0.0,7.0
4682,1,9.1,26,instock,Château Plaisance Fronton Rouge 2017,Le 2015 est un vrai vin de plaisir. Un superbe équilibre porté par un fruité intense et beaucoup de gourmandise.,publish,product,0.0,6.0
4176,1,13.5,276,instock,Domaine de l'Hortus Pic Saint-Loup La Bergerie Rouge 2018,"<div class=""row"">
<div class=""features-value col-xs-8 col-sm-8 col-md-9"">Puissant et complexe, sur des notes de fruits rouges mûrs, de vanille, de réglisse, d'épices douces. Attaque franche avec de la puissance, bien équilibrée, des tanins très doux, une finale longue et épicée, fruits mûrs, vanille et quelques notes mentholées.</div>
</div>",publish,product,0.0,9.0
4211,1,48.5,0,outofstock,Lucien Boillot Pommard 2017,"Un Pommard ample et généreux avec beaucoup de petits fruits rouges et de croquant. Les tanins sont très fins, et bien équilibrés.",publish,product,0.0,1.0
5891,1,19.0,4,instock,Saumaize-Michelin Viré-Clessé 2018,"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Équilibre subtil entre une bouche riche, aromatique et vanillée et sa finale sapide tout en longueur.

</div>
</section></div>
</div>
</div>
</div>
<footer>
<div id=""footer-wrapper"">
<div id=""footer-container""></div>
</div>
</footer>",publish,product,0.0,1.0
4168,1,18.2,50,instock,Ollieux Romanis Corbières Blanc Cuvée Prestige 2018,Un nez riche et puissant avec un nez de fleurs blanches et de fruits exotiques. La bouche se traduit par une belle amplitude tout en conservant une belle fraîcheur. Un vin de gastronomie surprenant par la diversité des ses accords.,publish,product,0.0,12.0
5960,1,12.7,27,instock,Domaine Labranche Laffont Pacherenc du Vic-Bilh Sec 2017,"Ce Pacherenc sec est issu de deux cépages emblématiques de l'appellation, le Gros et le Petit Manseng. Les arômes de fruits exotiques et d'agrumes dominent. Cette cuvée à l'expression pure, offre une agréable fraîcheur, qui lui confère une personnalité à part.",publish,product,0.0,0.0
4056,1,12.7,0,outofstock,Clos du Mont-Olivet Côtes-du-Rhône Vieilles Vignes 2018,"Assemblage à forte majorité de Grenache complété par du Carignan  et de la Syrah, il tire sa force des deux lieux-dits dont les raisins sont issus. Il doit beaucoup à la personnalité du Carignan qui lui confère une trame tannique affirmée, tempérée par le gras, la gourmandise et les épices douces du Grenache.",publish,product,0.0,10.0
4899,1,21.2,35,instock,Domaine Brintet Mercurey Blanc Vieilles Vignes 2018,"<div id=""wrapper"">
<div id=""container-wrapper"">
<div id=""content-wrapper"">
<div class=""contenu""><section id=""vue"">
<div class=""wysiwyg"">

Issu de vieilles vignes, ce Mercurey Vieilles Vignes présente un supplément de finesse, de gras et de tension. C'est de doré du Chardonnay qui amène des arômes de fleurs blanches de noisettes, d'amandes et d'épices. Une touche minérale participe à sa typicité. Il est riche et soyeux.

</div>
</section></div>
</div>
</div>
</div>",publish,product,0.0,9.0
4075,1,14.7,54,instock,Plateau des Chênes Lirac 2015,"Doté d’une robe pourpre intense, ce vin développe de puissants arômes de fruits noirs et une légère pointe de fumé et d’épices.",publish,product,0.0,0.0
